engine,configuration_id,scored,completed,expected,accuracy,mae,mean_ms,total_seconds,cached,loading_seconds
random_guess,eb2b8547a9ef9555,117,117,117,0.09401709401709402,3.6495726495726495,4.1072584616245935,0.4805492400100775,0,0.0010900070010393392
