engine,configuration_id,scored,completed,expected,accuracy,mae,mean_ms,total_seconds,cached,loading_seconds
random_guess,5186a629aba5ef3f,117,117,117,0.09401709401709402,3.6495726495726495,4.434520051290747,0.5188388460010174,0,0.00026168200020038057
hough,524b7e4b801b59df,117,117,117,0.17094017094017094,4.042735042735043,11.330993025694625,1.325726184006271,0,0.00018630399972607847
